cProfile_30_100.dat
         5556146 function calls (2879839 primitive calls) in 5.583 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        1    0.000    0.000    0.002    0.002 least_squares.py:1(<module>)
       41    0.000    0.000    0.000    0.000 tag.py:18(__init__)
       18    0.000    0.000    0.000    0.000 argparse.py:640(_fill_text)
        1    0.000    0.000    0.006    0.006 basic.py:70(BasicMagics)
        1    0.000    0.000    0.006    0.006 osm.py:5(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:751(<listcomp>)
        1    0.000    0.000    0.000    0.000 expr.py:250(f)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.039    0.039 __init__.py:87(<module>)
        2    0.000    0.000    0.000    0.000 response.py:53(__init__)
       18    0.000    0.000    0.000    0.000 core.py:941(__init__)
       31    0.000    0.000    0.000    0.000 core.py:49(valid_label_length)
        1    0.000    0.000    0.002    0.002 general_name.py:5(<module>)
        1    0.000    0.000    0.007    0.007 binding.py:5(<module>)
        2    0.000    0.000    0.967    0.483 connection.py:124(_new_conn)
        1    0.000    0.000    0.000    0.000 dviread.py:20(<module>)
        1    0.000    0.000    0.000    0.000 period.py:103(PeriodIndex)
        2    0.000    0.000    0.000    0.000 connection.py:103(_set_socket_options)
       38    0.000    0.000    0.025    0.001 six.py:80(_import_module)
       24    0.000    0.000    0.000    0.000 utils.py:77(ensure_file_exists)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 pylabtools.py:2(<module>)
        3    0.000    0.000    0.000    0.000 base.py:3242(_add_numeric_methods_binary)
        5    0.000    0.000    0.001    0.000 warnings.py:38(filterwarnings)
        1    0.000    0.000    0.002    0.002 prefilter.py:7(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
        1    0.000    0.000    0.016    0.016 inputsplitter.py:15(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
      178    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
        2    0.000    0.000    0.000    0.000 extensions.py:104(get_extension_for_class)
       58    0.000    0.000    0.000    0.000 argparse.py:196(__init__)
        3    0.000    0.000    0.003    0.001 __init__.py:4(<module>)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
        5    0.000    0.000    0.000    0.000 traitlets.py:483(_dynamic_default_callable)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
        1    0.000    0.000    0.000    0.000 path.py:31(Path)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
        2    0.000    0.000    0.000    0.000 SSL.py:1227(set_tlsext_host_name)
        2    0.000    0.000    0.000    0.000 response.py:246(_init_decoder)
       44    0.000    0.000    0.000    0.000 colors.py:265(to_rgb)
        1    0.000    0.000    0.000    0.000 orthogonal.py:90(<module>)
      159    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 pyopenssl.py:368(verify_mode)
        1    0.000    0.000    0.000    0.000 pickle.py:180(<listcomp>)
        9    0.000    0.000    0.002    0.000 decorator.py:224(decorate)
        4    0.000    0.000    0.002    0.001 feedparser.py:180(_call_parse)
       21    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.002    0.002 subprocess.py:356(<module>)
       12    0.000    0.000    0.002    0.000 fontconfig_pattern.py:119(parse)
        1    0.000    0.000    0.001    0.001 loader.py:2(<module>)
       18    0.000    0.000    0.000    0.000 univ.py:297(__init__)
        2    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
       20    0.000    0.000    0.000    0.000 traitlets.py:2562(class_init)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1200(vals_sorted_by_key)
        1    0.000    0.000    0.001    0.001 processors.py:7(<module>)
       10    0.000    0.000    0.000    0.000 decode_asn1.py:701(_asn1_string_to_bytes)
       25    0.000    0.000    0.000    0.000 cache.py:96(memoized)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
        5    0.000    0.000    0.000    0.000 parse.py:313(_splitnetloc)
        2    0.000    0.000    0.000    0.000 weakref.py:108(remove)
        4    0.000    0.000    0.000    0.000 SSL.py:778(get_verify_mode)
        1    0.000    0.000    0.001    0.001 groupby.py:3584(DataFrameGroupBy)
        1    0.000    0.000    0.005    0.005 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1032(communicate)
        1    0.000    0.000    0.000    0.000 missing.py:3(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       32    0.000    0.000    0.000    0.000 pyparsing.py:2702(charsAsStr)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
       54    0.000    0.000    0.000    0.000 patches.py:1776(<listcomp>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
      129    0.000    0.000    0.000    0.000 pyparsing.py:3130(parseImpl)
        9    0.000    0.000    0.000    0.000 numeric.py:2676(geterr)
        2    0.000    0.000    0.037    0.018 SSL.py:507(load_verify_locations)
        1    0.000    0.000    0.001    0.001 panelnd.py:7(create_nd_panel_factory)
        1    0.000    0.000    0.009    0.009 graph_objs.py:24(<module>)
        4    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 generator.py:5(<module>)
        2    0.000    0.000    0.000    0.000 client.py:938(putrequest)
        1    0.000    0.000    0.000    0.000 SSL.py:443(Context)
        1    0.000    0.000    0.014    0.014 compat.py:9(<module>)
        1    0.000    0.000    0.000    0.000 files.py:1(<module>)
       66    0.000    0.000    0.000    0.000 six.py:180(find_module)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3793(__init__)
        1    0.000    0.000    0.001    0.001 polynomial.py:55(<module>)
      129    0.000    0.000    0.000    0.000 __init__.py:2850(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        4    0.000    0.000    0.000    0.000 url.py:128(parse_url)
       24    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       48    0.000    0.000    0.000    0.000 rcsetup.py:64(__call__)
        5    0.000    0.000    0.000    0.000 generic.py:1304(_create_indexer)
        1    0.000    0.000    0.001    0.001 named_commands.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
        1    0.000    0.000    0.002    0.002 artist.py:1(<module>)
        1    0.000    0.000    0.001    0.001 page.py:11(<module>)
      363    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 keys.py:20(Keys)
        2    0.000    0.000    0.000    0.000 client.py:855(close)
       34    0.000    0.000    0.001    0.000 docstring.py:94(dedent)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       29    0.000    0.000    0.000    0.000 six.py:551(iterkeys)
        1    0.000    0.000    0.005    0.005 minpack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 history.py:474(HistoryManager)
       31    0.000    0.000    0.000    0.000 magic_arguments.py:180(__call__)
      122    0.000    0.000    0.000    0.000 zipfile.py:1194(getinfo)
        1    0.000    0.000    1.589    1.589 api.py:99(post)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1565(_process_rfc2109_cookies)
        1    0.000    0.000    0.000    0.000 lines.py:191(Line2D)
        1    0.000    0.000    0.021    0.021 crashhandler.py:8(<module>)
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _ode.py:39(<module>)
       16    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       16    0.000    0.000    0.001    0.000 cookies.py:51(get_origin_req_host)
       78    0.000    0.000    0.000    0.000 rcsetup.py:145(validate_float)
        4    0.000    0.000    0.001    0.000 adapters.py:107(__init__)
       31    0.000    0.000    0.000    0.000 traitlets.py:917(__init__)
       67    0.000    0.000    0.000    0.000 argparse.py:227(_add_item)
        1    0.000    0.000    0.000    0.000 offsets.py:2573(Day)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        2    0.000    0.000    0.000    0.000 response.py:170(release_conn)
        2    0.000    0.000    0.000    0.000 extensions.py:422(__init__)
        1    0.000    0.000    0.001    0.001 hashlib.py:53(<module>)
        2    0.000    0.000    0.001    0.000 ssl.py:255(match_hostname)
        1    0.000    0.000    0.013    0.013 _minimize.py:8(<module>)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
        6    0.000    0.000    0.000    0.000 base.py:3338(_make_logical_function)
        1    0.000    0.000    0.004    0.004 offline.py:5(<module>)
        1    0.000    0.000    0.000    0.000 toolbars.py:1(<module>)
       32    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 traitlets.py:224(getmembers)
        2    0.000    0.000    0.000    0.000 feedparser.py:98(push)
     11/7    0.000    0.000    0.000    0.000 copy.py:239(_deepcopy_dict)
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7fb43e9ffb70}
        1    0.000    0.000    0.006    0.006 printing.py:3(<module>)
        1    0.000    0.000    0.004    0.004 config.py:25(<module>)
        7    0.000    0.000    0.000    0.000 nonlin.py:1502(<listcomp>)
        2    0.000    0.000    0.001    0.001 utils.py:109(get_netrc_auth)
        4    0.000    0.000    0.000    0.000 six.py:577(itervalues)
        2    0.000    0.000    0.001    0.000 __init__.py:212(_is_writable_dir)
       19    0.000    0.000    0.000    0.000 getlimits.py:270(max)
        1    0.000    0.000    0.004    0.004 univ.py:2(<module>)
        1    0.000    0.000    0.001    0.001 ptyprocess.py:1(<module>)
        1    0.000    0.000    0.001    0.001 panel.py:4(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
        1    0.000    0.000    0.003    0.003 cpuinfo.py:24(<module>)
        1    0.000    0.000    0.000    0.000 embed.py:62(InteractiveShellEmbed)
        2    0.000    0.000    0.008    0.004 poolmanager.py:117(<lambda>)
      7/5    0.000    0.000    0.000    0.000 __init__.py:319(wrapper)
        1    0.000    0.000    0.001    0.001 local.py:3(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:30(<module>)
        1    0.000    0.000    0.001    0.001 ols.py:3(<module>)
      111    0.000    0.000    0.000    0.000 expr.py:155(<lambda>)
        2    0.000    0.000    0.000    0.000 client.py:227(__init__)
        8    0.000    0.000    0.000    0.000 six.py:89(__get__)
        1    0.000    0.000    0.003    0.003 pty_spawn.py:1(<module>)
        3    0.000    0.000    0.000    0.000 SSL.py:1249(send)
        9    0.000    0.000    0.000    0.000 cbook.py:53(_generate_deprecation_message)
        2    0.000    0.000    0.000    0.000 lazy.py:80(__new__)
        1    0.000    0.000    0.001    0.001 serialization.py:5(<module>)
        2    0.000    0.000    0.001    0.000 pyopenssl.py:382(set_ciphers)
        1    0.000    0.000    0.000    0.000 collections.py:36(Collection)
        1    0.000    0.000    0.018    0.018 message.py:5(<module>)
       12    0.000    0.000    0.000    0.000 parse.py:154(port)
        4    0.000    0.000    0.000    0.000 extensions.py:603(__init__)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
       12    0.000    0.000    0.000    0.000 printing.py:185(as_escaped_unicode)
       31    0.000    0.000    0.000    0.000 argparse.py:1705(_add_action)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4726(<lambda>)
        1    0.000    0.000    1.998    1.998 plotly.py:178(plot)
       21    0.000    0.000    0.000    0.000 __init__.py:211(_acquireLock)
        2    0.000    0.000    0.001    0.000 random.py:93(seed)
        1    0.000    0.000    0.000    0.000 pytables.py:31(Term)
        1    0.000    0.000    0.000    0.000 html.py:4(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:199(_new_message)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3891(__str__)
       10    0.000    0.000    0.000    0.000 dtypes.py:74(is_dtype)
       31    0.000    0.000    0.000    0.000 argparse.py:1472(_pop_action_class)
        1    0.000    0.000    0.001    0.001 provider.py:27(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       44    0.000    0.000    0.000    0.000 colors.py:214(is_color_like)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
       28    0.000    0.000    0.000    0.000 nanops.py:29(<genexpr>)
       16    0.000    0.000    0.000    0.000 cookiejar.py:913(is_blocked)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
       43    0.000    0.000    0.000    0.000 graph_reference.py:124(<lambda>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:131(offset_from_tz_string)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
        1    0.000    0.000    0.009    0.009 debugger.py:16(<module>)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
       11    0.000    0.000    0.000    0.000 traitlets.py:2133(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:257(_put_conn)
        4    0.000    0.000    0.000    0.000 ssl_.py:175(resolve_cert_reqs)
